"","Area","Perimeter","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent"
"65",42423,1033.002,289.0763546,195.8916353,0.545736551,47417,0.767171545
"66",34263,559.284,269.9621194,167.3902807,0.721818733,30143,0.787125815
"67",39402,690.533,264.8513032,209.6064742,0.718701121,37567,0.73307079
"68",44762,935.872,281.846403,166.1683008,0.816652042,46123,0.814225725
"69",30642,934.241,234.9260962,170.3019063,0.718147053,29393,0.762698414
"70",41246,884.905,264.1847808,169.2883431,0.76137833,54017,0.726446903
"71",31958,551.299,265.4016144,135.2402341,0.847629729,32922,0.735515057
"72",26279,810.286,222.3028591,133.1574766,0.718466011,31118,0.793725499
"73",32443,619.129,253.9441258,201.9012282,0.727415297,36557,0.722775706
"74",31176,612.071,258.2886802,183.9448358,0.710023151,29282,0.762126249
"75",32337,732.191,247.3883881,200.5775431,0.706058025,33020,0.722059078
"76",49728,1147.31,325.7109583,214.0409035,0.791338846,49720,0.693151247
"77",31928,709.188,235.4964681,155.4662644,0.757467987,32858,0.705048456
"78",31587,945.184,269.819221,192.7020786,0.707724985,32863,0.764240204
"79",49269,776.135,261.6459357,222.0320065,0.647913044,47064,0.736742903
"80",19037,586.587,223.4565975,135.2183806,0.682581488,21574,0.794513422
"81",43491,1019.484,275.1122178,168.3082804,0.786012651,47287,0.783883266
"82",23065,371.175,213.7482263,167.8967606,0.758423489,23341,0.813756394
"83",47449,652.884,353.4711502,185.3636494,0.875935533,47151,0.711463467
"84",38775,687.12,279.0472602,231.3970814,0.549539999,40263,0.737857783
"85",22384,637.333,180.1956617,135.5900961,0.686731863,9344,0.718990124
"86",39081,929.739,264.51243,223.1526515,0.541082141,41470,0.744100478
"87",30286,602.268,218.3092556,155.4765046,0.68845438,32930,0.798144594
"88",25229,430.871,219.4952431,138.7789865,0.762150569,29750,0.677313691
"89",41053,577.357,260.475444,189.2239555,0.815291492,41326,0.766423942
"90",42134,791.311,306.5634886,181.2918232,0.710801529,44594,0.7591546
"91",37467,774.903,250.4586906,184.5497368,0.59071026,35439,0.770648636
"92",30507,858.839,251.614019,132.9687419,0.776063502,34181,0.710414836
"93",40237,694.14,265.1597223,154.0241009,0.72301809,36692,0.686338948
"94",31387,513.323,250.7603706,136.4026961,0.653408966,45596,0.72931765
"95",30115,575.222,255.1510817,151.2281898,0.785500137,31537,0.797486947
"96",25922,676.267,254.3405477,160.6806377,0.705298261,31244,0.785542665
"97",48802,601.947,281.7552999,191.8191848,0.736166544,46924,0.72888885
"98",43000,752.17,308.1129612,179.8970099,0.792281079,44759,0.796615025
"99",25612,862.038,224.9764423,138.9138395,0.633970011,25013,0.766211603
"100",24343,868.553,189.250182,174.8479752,0.697997543,23996,0.768222922
"101",32151,972.502,284.7243226,172.3504937,0.816311491,47929,0.710111183
"102",34341,503.796,271.8843029,183.6092756,0.603479823,39270,0.786265208
"103",28245,563.101,252.5372781,164.9618621,0.745372726,27669,0.812844389
"104",37856,1023.534,288.4150579,150.6632778,0.765640726,42603,0.723267971
"105",29266,497.924,250.2711804,187.5410785,0.759163673,29771,0.73166263
"106",35638,979.186,310.4197348,184.6117396,0.758793434,39309,0.741359233
"107",23308,617.795,197.2176432,138.938397,0.664396518,26044,0.711946221
"108",26708,673.825,185.038129,156.9796359,0.697968304,24404,0.752134239
"109",24678,544.569,197.6289716,147.853983,0.746667666,27290,0.81711477
"110",32551,964.95,273.2096326,145.5201072,0.810665538,33147,0.747021362
"111",37358,970.614,230.8457289,205.3587266,0.614957883,36527,0.757331431
"112",30250,780.691,216.1464568,171.444998,0.648249527,31090,0.71708208
"113",24056,829.31,225.758345,132.6857864,0.68462207,22209,0.741896729
"114",28260,888.475,200.496183,135.391468,0.684467368,24772,0.799541821
"115",36607,594.818,201.0359008,199.1992714,0.473682041,35894,0.771835527
"116",27113,607.316,260.6171792,175.1013466,0.759953013,31536,0.74355618
"117",38611,647.695,263.6832023,168.9844903,0.785100067,38074,0.680705789
"118",34352,919.997,245.7635482,197.3582164,0.675046997,34859,0.796022877
"119",37396,550.548,241.157293,155.4669014,0.686973197,34003,0.746270471
"120",44697,969.439,327.4157055,197.9283438,0.794402701,44195,0.766513871
"121",26532,693.429,248.1209861,156.9165292,0.762770214,26777,0.706997017
"122",34195,982.668,244.1944693,193.9878695,0.799709322,32690,0.751271777
"123",47751,691.444,309.8915217,186.4126066,0.771315528,49715,0.713915133
"124",33578,698.748,257.9074439,175.8575863,0.736032982,20563,0.782128366
"125",32909,922.53,225.3647786,190.2330885,0.702463295,34575,0.771896323
"126",30620,695.43,223.406635,145.4041807,0.772518418,47313,0.703796511
"127",34128,603.694,275.9507478,178.5135417,0.7514497,34803,0.818831983
"128",28010,542.992,244.2353721,161.4644257,0.70047858,28467,0.798626601
"129",22966,575.176,236.672867,151.8539985,0.756690272,26956,0.786307824
"130",47569,910.29,317.7782742,178.782457,0.710705282,48249,0.778213506
"131",30362,693.381,229.5675175,135.3540388,0.796299842,31293,0.758418795
"132",34259,778.885,228.1576269,154.8470682,0.724158971,19773,0.716229119
"133",32319,686.264,249.9205476,189.4240127,0.661792703,26199,0.775362917
"134",27067,641.672,229.2817172,134.8864474,0.754370798,26807,0.782547441
"135",29317,757.229,232.4193262,180.3338699,0.812442955,30165,0.692302795
"136",41074,813.624,282.5587048,183.9321398,0.770374595,57662,0.689925149
"137",33154,643.505,248.5409424,189.8176401,0.700037109,33348,0.777263369
"138",48655,948.937,295.8445626,240.87196,0.641146955,49571,0.752677087
"139",33157,503.705,201.6048017,176.9312928,0.54739273,33653,0.775750524
"140",29051,645.068,227.0260426,188.3763152,0.705872601,28410,0.805687647
"141",32593,636.549,242.2481941,172.82518,0.77693132,49476,0.806059477
"142",37598,750.629,233.7512668,158.4846551,0.71460885,36609,0.772477153
"143",24578,651.387,235.6981137,144.433541,0.83073348,29464,0.793508222
"144",37824,743.338,219.750554,202.7214044,0.542732892,40559,0.784632655
"145",34061,980.1,220.3617757,170.20825,0.550086177,36262,0.773578238
"146",31197,687.837,281.0331378,170.13081,0.810053083,31145,0.808906966
"147",35596,752.189,245.7915924,165.5786812,0.639323256,36856,0.728873158
"148",30277,536.116,224.186098,168.6786339,0.749709947,30879,0.804097018
"149",25311,916.269,236.4030995,176.4016875,0.805054001,28275,0.782699318
"150",31759,463.898,256.6518178,167.8653757,0.725195684,28783,0.823175733
"151",31439,881.831,236.1485803,187.7379368,0.727593965,30251,0.793840604
"152",45225,906.216,303.8881776,194.4697374,0.769676517,47668,0.703425946
"153",35516,523.324,245.3635038,165.1091636,0.830021401,34122,0.750266464
"154",34845,604.819,234.8001839,155.7088923,0.752134912,35339,0.781851835
"155",39145,959.8,234.0886509,224.9433979,0.564137369,39152,0.785114799
"156",41952,585.321,270.0944305,205.1419004,0.601958524,39020,0.774504668
"157",39386,930.365,284.4554088,201.2403776,0.691733505,42663,0.730886285
"158",54078,724.412,305.929361,177.5447296,0.794388799,53971,0.676491487
"159",30556,763.676,255.2776054,164.7086461,0.764180747,30421,0.750636931
"160",31139,602.42,247.5425657,202.9006954,0.650777198,35657,0.814424338
"161",23034,840.526,175.1567743,177.5339737,0.655181163,23483,0.774335114
"162",29117,860.432,235.0497683,159.4429076,0.648323723,43533,0.81201747
"163",25189,596.085,207.4966918,120.153411,0.755130169,26879,0.780669963
"164",30049,534.837,256.3541079,140.114696,0.723047006,29899,0.73606986
"165",35718,704.704,262.1080847,152.8067369,0.755950243,20234,0.71584661
"166",39111,827.073,306.0758687,144.2497531,0.794750175,37179,0.819823038
"167",49073,871.411,296.7853364,192.4010613,0.742914701,50043,0.798336101
"168",38091,725.17,230.8950998,225.0203892,0.618782612,39822,0.785642916
"169",42493,808.577,275.3386683,166.2578144,0.707670921,40365,0.78478376
"170",43834,686.65,269.0032555,194.0289853,0.755142573,44050,0.69484437
"171",36158,587.994,259.1966219,167.6934763,0.746884818,37688,0.799935681
"172",26685,809.622,250.5377846,140.5603083,0.723931429,25563,0.73612405
"173",31724,875.316,253.0748369,179.188081,0.744597424,32199,0.719942583
"174",39909,731.368,277.1526009,193.6244872,0.778814906,55426,0.766348208
"175",36437,525.142,230.9719932,205.2755049,0.610772041,35960,0.793798372
"176",32080,525.559,274.9981435,148.0899389,0.761308426,18250,0.740395628
"177",46611,964.995,318.8327633,174.9498525,0.75321777,49425,0.762060132
"178",38761,648.758,276.9233076,179.3465612,0.72552996,41046,0.759423794
"179",38138,711.727,237.0569223,149.4865532,0.710371161,34410,0.796703991
"180",29826,791.564,247.3471515,141.5196414,0.70925829,30550,0.750640393
"181",26741,483.846,245.0712061,136.1329828,0.820114567,25995,0.719248771
"182",39303,1040.388,270.0361614,173.6884981,0.791675453,43429,0.75036001
"183",42151,1045.469,287.5764391,172.794085,0.696906049,42304,0.777398674
"184",31046,472.012,213.808039,167.3926265,0.708044189,27580,0.760638647
"185",28646,587.739,213.3255771,158.6175671,0.727555478,29833,0.818076611
"186",28479,603.535,233.0450052,175.1608072,0.598256355,24705,0.744558706
"187",46341,808.146,278.3920874,209.48909,0.63802498,46527,0.783523635
"188",39531,1003.981,238.1733464,202.6788793,0.717698781,39953,0.737015817
"189",26952,590.468,207.0214791,165.8447937,0.697512411,29171,0.799057595
"190",36676,730.716,244.3546781,200.1891845,0.762095157,38246,0.72449817
"191",40550,740.827,259.0312193,224.0706852,0.718085841,43583,0.710652434
"192",33056,501.46,255.8347135,153.46603,0.762783366,32083,0.801046803
"193",35366,964.528,233.2498723,159.3844156,0.727833927,36559,0.722893621
"194",38423,894.761,237.2484618,198.386307,0.653488051,36599,0.79173641
"195",46655,856.785,266.7317508,176.169954,0.711566675,45692,0.793381573
"196",42815,1093.275,272.5070399,223.471969,0.756986474,46611,0.774202505
"197",38067,897.295,244.2417612,163.4934107,0.73575642,37797,0.801044108
"198",27256,472.521,220.4922894,178.0631743,0.710563686,27356,0.806124834
"199",30485,924.532,231.2157412,177.3354573,0.693312552,30060,0.728800679
"200",29977,555.006,220.9110438,175.9949565,0.701927846,23945,0.715918278
"201",33064,976.356,292.2569663,162.3812707,0.816792459,20614,0.753259369
"202",30784,541.729,234.3833643,194.983114,0.702927348,27051,0.783568093
"203",28238,551.938,247.6106427,174.5437624,0.721480185,28683,0.810994967
"204",27216,391.528,190.8518916,132.7856464,0.64235585,27584,0.732032254
"205",40749,988.649,279.636022,159.2495214,0.733476598,41216,0.69254119
"206",49247,767.52,267.5962484,212.0792036,0.522658064,50599,0.763146943
"207",51091,875.309,332.0557232,220.2544503,0.753550332,52995,0.706966521
"208",44530,1095.004,304.5936009,181.7645348,0.79119069,47793,0.712697942
"209",44710,690.153,296.7748562,170.247417,0.780590874,43742,0.738725297
"210",28194,425.636,197.8985973,182.8962859,0.667915823,27080,0.783460829
"211",37185,570.164,295.0385901,179.4154742,0.729306125,38584,0.731346603
"212",25622,653.209,179.9887093,174.6233847,0.655446874,24521,0.780011023
"213",42756,927.352,283.4472773,198.746658,0.799252089,42200,0.714486024
"214",28860,724.067,208.3434939,144.1333655,0.744120151,32948,0.772530324
"215",50444,997.293,316.5193678,182.580575,0.773112568,64968,0.696254686
"216",38296,929.026,252.5121808,204.6591647,0.778365291,38321,0.703580201
"217",31831,715.825,259.1965066,142.1335631,0.813343843,19028,0.707663042
"218",36640,838.229,268.8091851,195.0315157,0.719838649,40423,0.778582306
"219",38032,651.127,293.1546864,187.7179814,0.710462996,38432,0.795858063
"220",33768,839.405,231.0581771,161.4761339,0.700314245,35324,0.740960479
"221",34672,938.94,293.5920926,196.4974501,0.719487636,24014,0.782904877
"222",23739,635.18,204.154601,157.6577306,0.716341653,25339,0.800968281
"223",35065,520.563,238.5539291,175.7242832,0.724205487,33899,0.807448105
"224",38097,825.773,248.0032051,230.2530427,0.652395187,41651,0.76733646
"225",28575,523.224,206.4923057,185.3427493,0.727902099,26569,0.779598398
"226",38045,878.247,268.7392289,158.8155644,0.620404407,36111,0.790706834
"227",36739,814.956,245.0200109,191.6732127,0.46086381,38430,0.787702722
"228",40097,603.468,244.7735849,202.8830346,0.422688675,40270,0.797013248
"229",30331,502.478,251.3903351,152.9964683,0.64527336,32971,0.709763711
"230",22589,689.649,206.2756504,130.012362,0.740196622,26915,0.696840113
"231",36878,540.906,220.3829557,201.8701547,0.575368073,34614,0.780955804
"232",40094,646.295,253.7077818,170.5159578,0.673157126,56169,0.714395748
"233",25017,415.692,241.32881,169.2353397,0.711625787,25240,0.692074027
"234",45157,768.705,304.7996501,204.4909282,0.722507211,60508,0.786033015
"235",24261,693.139,197.8485658,130.3433365,0.659734623,25090,0.789164571
"236",26585,499.509,247.3708202,147.731503,0.689770883,26490,0.720299149
"237",41040,1017.174,315.2420897,165.0899142,0.81491099,44823,0.755197719
"238",28645,602.936,218.2687722,145.3126323,0.762683734,28724,0.723572833
"239",28395,800.414,193.1767091,159.9751806,0.5917232,31942,0.755858848
"240",35687,718.742,275.8199677,195.6055355,0.748783156,22473,0.791719013
"241",32802,627.902,246.5221117,182.9951314,0.730911913,35097,0.699375648
"242",26129,433.769,245.1219755,135.2437211,0.74881997,41636,0.743742779
"243",40134,579.682,228.1497319,189.1040191,0.632517803,54671,0.741824844
"244",37304,599.953,285.7988218,193.1056007,0.709493019,22638,0.7512317
"245",26363,690.656,194.2169126,129.7464561,0.760109138,30435,0.79294044
"246",24544,515.838,202.8039182,164.1419504,0.698925179,25105,0.754507536
"247",33361,775.247,250.4985211,177.6735662,0.636326268,34150,0.732090844
"248",26243,829.486,218.9820924,163.5480633,0.731677436,30596,0.803398092
"249",23786,461.194,197.4403033,139.4412303,0.693524297,28677,0.784458364
"250",37062,864.903,238.646995,212.033882,0.53790371,21571,0.774353138
"251",33609,709.224,239.8805837,181.9759026,0.586409658,31657,0.765970801
"252",33555,699.759,211.2928487,176.0596764,0.658039611,30827,0.700552485
"253",38074,592.718,292.84468,188.9680517,0.711853636,36294,0.692415213
"254",32748,628.922,202.6988606,144.477719,0.66066955,29900,0.790712661
"255",49417,1044.734,314.5533154,197.6536465,0.829583872,46641,0.820858603
"256",29991,888.989,243.1818951,188.5616381,0.703211695,34888,0.749513421
"257",26091,598.802,210.6844594,151.0857353,0.750470193,27006,0.710779682
"258",38051,784.174,254.320294,180.822923,0.538786926,36013,0.76822487
"259",28367,656.068,226.2915999,163.4971948,0.785207889,33251,0.714848869
"260",34181,760.929,231.8025294,165.3523662,0.726361181,32763,0.768611035
"261",31333,857.807,219.6816351,165.7019862,0.745344112,17620,0.742292964
"262",37738,857.184,287.690068,203.1092646,0.714514486,40884,0.749326248
"263",40050,667.971,234.9669261,199.9501545,0.663679432,37876,0.744712698
"264",34323,480.808,227.6992477,191.4892553,0.729987269,32303,0.803796323
"265",38183,589.596,262.1146844,181.7071036,0.715343821,52509,0.704672721
"266",28201,790.282,248.496423,124.468118,0.778717529,29156,0.77647217
"267",40330,1019.224,286.5601482,206.3782563,0.776799967,41291,0.69907601
"268",43749,1032.829,326.1117621,179.7987678,0.765529685,58472,0.789994507
"269",32591,819.616,286.3282686,148.477426,0.78599791,19261,0.707394026
"270",26736,878.394,232.9868441,175.869783,0.716636229,43447,0.720488021
"271",33720,950.731,263.1965091,197.510228,0.826934191,36523,0.780879371
"272",23943,789.35,200.5035239,176.2366889,0.652794743,31001,0.666355794
"273",43002,869.143,310.0922678,172.3877209,0.73050135,43427,0.759300795
"274",42323,998.706,275.4350948,169.5047434,0.678583195,43258,0.795833901
"275",56830,1011.084,374.0173767,178.379135,0.76417321,56840,0.696397792
"276",34913,532.757,228.5679876,151.0412502,0.706551522,32729,0.737793458
"277",42916,644.722,306.5838445,195.6276344,0.770331809,40705,0.784919336
"278",35972,859.462,253.8366687,207.0616116,0.507789383,36651,0.753832155
"279",38019,589.437,312.7635158,160.5668884,0.762695479,42603,0.781131851
"280",28305,838.668,231.8311284,126.8833379,0.72726245,25863,0.703142406
"281",34208,820.874,220.7985255,166.603841,0.570700721,34543,0.740078726
"282",41401,612.784,274.909964,167.0971461,0.701592389,41398,0.784436469
"283",26903,526.653,246.3800752,128.3170258,0.717184219,44129,0.714519997
"284",23823,499.906,255.5424757,176.4654219,0.751567345,28231,0.713912334
"285",50921,811.843,337.4113784,233.8723055,0.709840673,52393,0.712722635
"286",42612,843.088,259.7202873,224.8383999,0.627670028,43601,0.750322464
"287",44147,934.159,308.0326361,188.1823027,0.779267371,40839,0.827796282
"288",46436,676.375,334.9835079,171.5495693,0.793333032,62652,0.680877443
"289",26628,813.471,205.9092321,140.0140421,0.549871821,22978,0.813271887
"290",35545,905.416,242.4314997,165.2244121,0.756061782,36909,0.747250094
"291",38698,641.823,251.0413457,206.1272984,0.741920427,40901,0.7954322
"292",26897,797.462,207.5017857,124.330395,0.730247264,27795,0.735067163
"293",33094,587.12,255.5317522,178.6945754,0.758487604,32527,0.790383962
"294",34543,800.064,248.4767434,178.359557,0.54779482,34696,0.778193303
"295",38699,726.54,223.3196004,178.5443551,0.607385691,39153,0.757653353
"296",35702,552.902,254.2817017,165.9849873,0.749532866,34202,0.796804159
"297",35258,851.246,257.6534964,188.7524204,0.635387826,40153,0.769863617
"298",27561,682.072,199.8329086,140.1117946,0.688452847,25260,0.706413622
"299",33032,509.595,270.0035121,158.7738838,0.814733183,32484,0.719356287
"300",26901,603.973,246.6588531,142.8947222,0.705741199,25880,0.804489124
"301",31721,709.825,263.8401604,199.093299,0.727921496,34495,0.706571952
"302",27241,545.828,225.18283,143.1105785,0.747232328,27492,0.74244784
"303",32723,642.338,219.6175039,147.9247876,0.801823033,33082,0.793380206
"304",35271,838.747,290.9764982,172.3388866,0.772167469,39979,0.729995875
"305",25951,520.191,249.9865987,167.2978917,0.748136889,30393,0.779282442
"306",39509,564.532,264.2425449,192.36066,0.73832046,40502,0.711118988
"307",23687,878.714,212.0246064,128.3692959,0.726490905,24419,0.778183005
"308",26145,454.255,211.5288744,156.2896931,0.680066262,26734,0.787267054
"309",30422,781.648,231.2029725,141.4515575,0.699598838,30469,0.776757578
"310",24953,399.184,233.0042822,157.7733272,0.708939085,25866,0.790404397
"311",31019,475.427,223.7919107,178.5612078,0.810844297,29090,0.816163053
"312",27076,761.304,224.730281,127.6969705,0.753079494,28116,0.739261088
"313",51540,1087.525,360.4193684,183.8297788,0.781410658,53046,0.790687012
"314",34229,637.027,261.0847853,153.6907041,0.803584971,35565,0.738228874
"315",31595,577.378,254.613986,140.6564967,0.728125532,33373,0.758475344
"316",55031,1170.674,332.3329119,204.7910489,0.718200839,56231,0.751968293
"317",39637,1009.821,215.4608746,221.6204983,0.539129261,54642,0.798069644
"318",32086,579.93,218.7410858,166.7760217,0.672199193,28746,0.815802882
"319",48990,668.645,310.398143,193.2818843,0.736842538,48497,0.780018849
"320",38209,821.296,265.6367176,214.6276649,0.61070638,36616,0.779024505
"321",48738,829.725,282.3451099,184.7763461,0.788115523,50546,0.771339992
"322",36921,704.506,240.8039703,179.2321703,0.697273138,38373,0.745211908
"323",30933,623.185,224.2926214,161.3291916,0.716329391,34033,0.713843231
"324",32030,523.979,247.2760383,189.013405,0.790532651,31467,0.768098317
"325",27761,771.137,215.1188409,191.8406059,0.612292935,28577,0.800320868
"326",37797,880.545,252.889588,201.3333884,0.591196133,39189,0.771228955
"327",43628,957.226,299.4107614,209.2930253,0.738692122,41316,0.789756148
"328",40150,581.144,283.0192816,164.3148459,0.804066556,25539,0.698886245
"329",48386,705.583,320.9258049,227.86228,0.726688346,47780,0.696367358
"330",31000,746.336,291.5013109,166.8097968,0.821935654,32250,0.705168092
"331",36545,688.653,260.0645694,171.2653937,0.744507047,37900,0.695597714
"332",43168,1040.541,298.5883318,209.4168989,0.841309275,41923,0.786516218
"333",38399,659.456,252.4742024,161.6402983,0.710521075,39642,0.787203917
"334",27914,573.164,242.6157189,131.6236592,0.715278935,26022,0.794538536
"335",36012,1029.424,285.201659,178.2239297,0.831488536,34508,0.67683364
"336",39140,1005.204,286.3020573,201.2419486,0.746032343,41997,0.792907002
"337",41913,530.13,233.0222632,205.6363952,0.563677355,39889,0.798760963
"338",35093,511.401,246.5158247,179.4901339,0.782139305,33094,0.719545972
"339",47813,808.664,295.6204004,197.6502479,0.762234825,45857,0.695248969
"340",35284,711.545,293.8385913,198.0601525,0.723440296,22276,0.710270099
"341",34113,550.781,236.6088841,197.9330364,0.750461507,50066,0.759456052
"342",41619,692.9,296.7772706,212.1040995,0.739264945,41170,0.816932728
"343",28415,705.732,231.4668913,174.7994721,0.750330447,15877,0.810053048
"344",35523,505.395,260.024529,153.2031974,0.725459307,35974,0.813910435
"345",30412,557.15,242.5825575,152.8330098,0.800693485,29806,0.796862557
"346",36212,903.264,266.6981097,218.9310704,0.609170009,37739,0.758640545
"347",40112,584.818,279.1404061,194.0620825,0.793628167,41374,0.807535573
"348",43563,826.41,232.3169414,218.0162119,0.524534531,42256,0.799658735
"349",39919,736.481,293.2774325,143.1717428,0.806250905,55094,0.801105833
"350",45412,617.242,308.2220416,180.4583695,0.768800741,31006,0.726766622
"351",45784,651.047,321.961735,202.9091547,0.793970047,45307,0.786954511
"352",31644,731.085,222.8479113,135.4527301,0.758712963,29455,0.797104825
"353",44021,891.477,273.957111,211.0652114,0.733519918,45689,0.81911667
"354",30796,946.07,212.4603496,147.0617518,0.66873727,32355,0.726020514
"355",24696,385.043,249.0783354,118.0642479,0.831132382,24054,0.779769628
"356",47262,1081.555,254.3768453,235.084871,0.550662694,46376,0.751012586
"357",35985,877.885,229.5177492,184.6322179,0.69701405,38970,0.732154381
"358",41218,915.234,270.389987,155.801947,0.816822399,42052,0.804094504
"359",36681,744.973,278.7042862,173.7222951,0.756399522,23724,0.722276886
"360",44098,953.204,278.3966425,211.655329,0.739031613,44475,0.729425138
"361",44165,737.615,330.0986927,177.1484127,0.785206124,33642,0.744829553
"362",41000,539.797,232.270285,195.6110626,0.529235153,41533,0.780891685
"363",36667,704.685,297.1519923,173.1609026,0.795949509,37021,0.793611412
"364",33641,562.015,253.406967,150.9486466,0.762902539,35397,0.80006134
"365",33120,618.103,240.0719731,188.0451217,0.627324603,48592,0.783586324
"366",43197,1045.778,262.3970782,200.5414065,0.760269343,41061,0.719359835
"367",35103,770.195,238.6441276,154.8221685,0.782033457,31690,0.768796429
"368",36651,710.079,231.9050928,190.3531988,0.741319805,49318,0.785361673
"369",31574,552.211,260.7000082,177.3316781,0.716038816,19073,0.711700872
"370",29615,491.765,217.0324083,179.2363844,0.665057251,46320,0.782143433
"371",41120,957.76,233.5495104,224.1084243,0.504492869,57286,0.793621347
"372",36279,707.674,268.711575,199.7523089,0.645712842,38488,0.775413342
"373",32737,569.953,283.1908055,201.4292797,0.757858143,39490,0.803735404
"374",32878,771.91,219.6701937,127.6522689,0.765227283,45704,0.688234855
"375",30703,864.225,250.9459365,168.9705731,0.683994411,32841,0.774861341
"376",35202,885.47,262.5248881,178.8944759,0.686945141,42072,0.760688792
"377",43558,1032.557,290.65189,166.7745951,0.718855115,45804,0.82347038
