"","Area","Perimeter","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent"
"102",31427,831.734,223.8462997,145.3625559,0.72263792,31771,0.791913308
"103",58874,813.869,422.2761559,191.0947405,0.917949778,59681,0.658834015
"104",54904,1079.155,356.2309218,196.9711766,0.916149607,54668,0.794021256
"105",26763,895.829,226.0277844,179.2714204,0.689897654,44158,0.765066958
"106",50954,848.557,343.2316715,196.9999667,0.844393028,55223,0.672624234
"107",42646,1142.435,319.5335732,140.5521347,0.878400188,46485,0.781267366
"108",42251,688.993,270.4880462,163.0527596,0.806716633,28503,0.689593547
"109",45937,814.691,324.1691629,183.7621634,0.829755521,32582,0.76724199
"110",67850,1150.675,420.3588378,213.1726798,0.900564857,64988,0.777837236
"111",45054,1113.747,324.8514071,180.004182,0.914225755,43239,0.7004023
"112",60669,862.009,410.773693,207.6080799,0.911467484,58525,0.763796519
"113",61715,909.509,385.4493467,220.386812,0.887771485,64111,0.623827485
"114",57573,978.491,399.1578793,186.3103199,0.937797104,55501,0.585669724
"115",51036,984.62,351.9858904,207.949991,0.817958645,46653,0.732608951
"116",63249,1072.323,389.2899114,223.9602591,0.843472148,63506,0.767198496
"117",39985,542.23,286.0748231,196.2707172,0.762084716,37805,0.714168378
"118",43470,751.127,301.7643712,205.0876336,0.76886299,30663,0.75401627
"119",65914,1232.319,424.6817427,202.507623,0.828470655,69097,0.781147006
"120",50422,853.499,349.8624231,158.484433,0.910064663,49474,0.727517913
"121",65851,1242.104,374.8664177,251.5958719,0.805761903,54754,0.776251924
"122",28170,656.681,240.4013943,128.2889776,0.645050804,27408,0.741594887
"123",51765,796.347,358.1753007,181.6937099,0.84160582,53888,0.765969797
"124",50053,1040.589,350.3770881,175.578295,0.910468829,50506,0.693754797
"125",52072,716.462,381.1245486,203.0005152,0.845901348,53570,0.743254967
"126",56955,1209.013,400.6012987,175.671684,0.874239959,58041,0.782886964
"127",84189,1184.999,410.4825329,228.349619,0.845857856,83300,0.787431502
"128",33002,704.825,236.6032719,168.6509903,0.6299771,33977,0.797612587
"129",49116,1098.672,379.8305605,190.8864855,0.834234032,51174,0.811390152
"130",27855,620.118,226.9961792,137.6617223,0.805322941,31472,0.703541657
"131",47407,814.106,360.9819431,167.5578922,0.851704137,49263,0.679483213
"132",68185,867.368,420.569432,175.0875846,0.893172899,69064,0.655880104
"133",35577,956.093,275.6942238,184.3165194,0.818545135,40211,0.740512936
"134",76025,972.199,432.9274091,264.8708344,0.86086316,76701,0.774524407
"135",55136,758.573,409.9036408,190.0615607,0.898958372,56181,0.699881249
"136",40155,897.6,252.2148114,206.7999056,0.685486929,34158,0.719067286
"137",39530,789.155,303.6396605,198.2564875,0.756012534,38690,0.791170133
"138",41073,731.806,306.1005483,187.9062057,0.817198918,39730,0.628339233
"139",39373,1002.758,295.9837145,171.7852977,0.732404438,38112,0.78980268
"140",66078,1062.774,402.6664701,218.6172758,0.885982571,66734,0.632301055
"141",62518,1097.618,391.308955,201.0452452,0.907505378,63488,0.752365828
"142",57226,1116.258,413.8824719,188.2807333,0.903253047,59580,0.671736468
"143",34665,833.2,229.8426539,177.0751429,0.719515212,50597,0.769637544
"144",50111,985.125,395.3005829,196.2429467,0.865817547,64768,0.596053332
"145",62280,1047.9,382.8480685,189.619999,0.877002072,61280,0.750919737
"146",30518,484.142,235.6936748,175.110674,0.700317458,49714,0.784727324
"147",55577,785.848,405.8463672,160.0263836,0.898927302,55661,0.628097212
"148",34399,515.697,276.2575118,180.2828131,0.722864135,33740,0.747084638
"149",51716,943.584,367.3243434,167.1039871,0.798051261,48657,0.651991434
"150",56469,1203.136,365.6829826,167.7592481,0.876558389,56305,0.718437995
"151",52570,861.999,379.412698,193.8142368,0.931212721,51151,0.756327651
"152",37664,889.161,246.436262,203.9411366,0.757179192,34447,0.739342331
"153",40510,831.055,299.2546832,207.162053,0.746330817,39169,0.763461164
"154",40191,1031.557,315.2411132,163.2464699,0.867754343,27237,0.789627391
"155",51463,961.837,354.2853891,193.2726473,0.930263133,47920,0.723418104
"156",40082,721.106,281.3486772,169.5506695,0.768009462,40448,0.806101913
"157",56092,795.047,374.120581,211.9339327,0.860042963,53513,0.744649414
"158",44049,736.993,312.7135975,162.8626927,0.881941872,44699,0.825705922
"159",35975,1001.108,276.5924338,141.5396004,0.854397183,36969,0.630281162
"160",67180,1201.43,426.1239989,196.908444,0.890491656,65591,0.626891716
"161",58836,939.44,355.0429444,207.3807271,0.767433845,57799,0.802015712
"162",51836,1135.536,383.8188657,210.7277007,0.902687658,51958,0.642174345
"163",53701,1097.682,331.0926085,165.3963561,0.778316374,53592,0.798962446
"164",57790,931.579,392.535282,186.6182484,0.888055861,70655,0.713287976
"165",61456,1281.621,427.4252033,174.6130333,0.864623449,62597,0.723219341
"166",43301,712.065,295.3464199,187.1889416,0.764071727,46116,0.764070261
"167",38550,971.373,298.6190788,173.5655621,0.699750238,40803,0.718148738
"168",59179,896.302,386.4949414,170.2586141,0.87123921,60610,0.615852621
"169",46235,817.967,325.0888758,175.3042452,0.746912133,45677,0.764784375
"170",69022,946.16,394.2139927,248.2593454,0.813412575,58934,0.742507717
"171",62034,1110.072,393.4816657,177.0236636,0.866109614,47035,0.662376218
"172",53882,1132.774,338.0346485,195.5236464,0.893014471,50197,0.611391739
"173",36421,838.784,246.2564414,178.019283,0.744376889,35202,0.721682796
"174",62746,1055.464,414.8190648,232.692762,0.841215287,63397,0.721093456
"175",40206,1014.567,340.8669854,135.0809997,0.930784314,43503,0.609306834
"176",107121,1348.859,503.2134017,268.9025695,0.785752625,111227,0.703728887
"177",44911,725.018,333.7753609,177.1284672,0.919609991,48673,0.707491142
"178",62537,865.682,394.9977561,232.3016165,0.793714065,60807,0.733767328
"179",49746,956.929,387.0064681,202.5074189,0.873864734,39553,0.802818408
"180",29998,582.593,236.6538928,170.7686729,0.731128503,30141,0.713138216
"181",48644,861.366,371.8366232,170.869713,0.864124339,50735,0.603081366
"182",61841,814.359,418.2120817,196.7660993,0.833832052,60862,0.711716534
"183",37619,630.637,248.3667557,176.0537852,0.733807354,38288,0.714351524
"184",61308,817.138,368.5358707,201.142821,0.808960444,76001,0.660757218
"185",32767,512.124,245.3341408,149.4709037,0.785441131,32517,0.787679776
"186",40571,664.717,354.3656144,178.8737883,0.906564251,43675,0.821289749
"187",38916,577.859,318.8780192,139.299155,0.802758324,37860,0.719182646
"188",26737,735.281,251.2811852,158.9833316,0.752044591,30852,0.786942839
"189",55269,900.727,369.7112703,205.4387525,0.859955692,53357,0.821454983
"190",54730,1024.374,394.7308144,183.6550217,0.903719335,57093,0.734491254
"191",52572,996.319,379.8467574,158.250728,0.838720109,54074,0.624664932
"192",53933,746.843,388.5480612,173.2234215,0.891420111,54800,0.820216057
"193",49874,1060.789,327.5386262,170.2471225,0.825402252,45989,0.771992705
"194",26718,850.374,248.4660865,133.2667382,0.757965882,11340,0.704084764
"195",49407,785.547,316.857613,194.0572502,0.790871607,51631,0.742976128
"196",53226,766.686,373.7696547,167.9916426,0.895965718,43069,0.627837229
"197",47570,1100.401,324.9930779,168.3421246,0.899655306,48228,0.817031917
"198",55806,980.728,405.0340726,170.7057156,0.892873621,54306,0.712610744
"199",59973,1151.558,375.794984,163.8654456,0.929353646,58469,0.821865464
"200",47473,1074.551,279.4984705,227.0263548,0.814867175,33403,0.806305019
"201",53667,853.464,363.9941271,215.1988312,0.831117314,58324,0.729697612
"202",35087,678,244.916018,199.8340356,0.734594205,54273,0.810679648
"203",32869,588.429,242.7642887,178.5012119,0.776087988,47377,0.788887441
"204",50262,685.117,321.3526557,178.7065988,0.755528758,67243,0.774185699
"205",31659,743.442,243.6758925,164.7039963,0.789465085,34382,0.763519297
"206",85409,1386.246,433.3715731,226.1585446,0.793192883,90578,0.76640616
"207",61004,827.09,384.0677164,166.0762938,0.868231276,55586,0.771377697
"208",37089,733.185,316.9702382,170.1492159,0.837160412,38286,0.678512861
"209",83050,1410.768,442.5637412,236.1846056,0.804325867,82529,0.808640711
"210",42219,869.439,297.9530838,191.5885851,0.809665087,42046,0.803911852
"211",40518,675.471,304.8547314,154.6760045,0.804517669,42994,0.784535288
"212",54553,1115.501,375.4699514,194.4929963,0.86416131,52754,0.614408691
"213",53942,745.566,343.4831927,179.4289389,0.90544198,51974,0.73644383
"214",74842,1355.658,441.0825141,203.5500361,0.852549998,80394,0.839505368
"215",52564,758.181,405.9901791,163.4391559,0.8590792,55497,0.741867
"216",48532,1038.412,406.523353,154.4385099,0.869556183,68074,0.659180857
"217",56591,786.678,386.1899519,164.8162505,0.874760552,71250,0.660042935
"218",51750,936.702,382.5641814,175.8249648,0.888533563,54212,0.648408945
"219",46783,984.217,347.7494943,201.1644155,0.921235555,50725,0.621437911
"220",36679,874.135,296.2772403,171.4413783,0.894866794,54650,0.636084934
"221",61025,723.248,386.7347553,219.0161192,0.794653559,62117,0.810400504
"222",39380,967.416,275.8162586,160.4834999,0.680037492,33385,0.755610504
"223",67015,835.734,412.1724235,208.123725,0.824968749,79961,0.605236851
"224",48686,1088.873,335.7120579,178.9925671,0.86141742,47789,0.805754742
"225",42039,868.269,271.9119726,166.5662152,0.703328216,41646,0.746488046
"226",49858,914.711,373.453334,154.663572,0.833843568,49467,0.745044605
"227",47047,1074.909,339.3932159,165.6347696,0.82268135,47286,0.636995684
"228",41886,782.385,268.5416977,185.3078128,0.747341633,59244,0.739553734
"229",29569,784.148,221.4905892,192.454214,0.703914809,45381,0.779914016
"230",24577,506.291,218.8881242,143.0797358,0.700864633,26820,0.799887194
"231",43588,631.262,312.47681,149.8542562,0.859329797,42617,0.659559367
"232",54008,788.418,400.0743524,221.3941228,0.883798251,61656,0.672916437
"233",54682,1047.509,403.534326,164.4836111,0.879416217,56847,0.59803374
"234",56182,954.039,362.4630996,192.0540486,0.841451863,56341,0.80540322
"235",42030,901.792,283.8315984,194.9458132,0.776132894,43941,0.703741005
"236",62261,1094.97,388.1194226,183.114072,0.867246765,62369,0.741065783
"237",88516,1369.393,453.9087812,250.1282391,0.818983599,93199,0.672770662
"238",52135,1149.849,361.1620637,180.2230307,0.876364187,53353,0.760187796
"239",43671,739.365,355.2498409,177.2416025,0.886763885,49035,0.675248249
"240",61799,830.292,401.3703727,217.6394475,0.868318716,60926,0.608294601
"241",63488,1118.987,412.9977666,198.2250088,0.869527444,65987,0.649461392
"242",36384,769.696,287.8729802,177.350544,0.774235938,34590,0.748619584
"243",47362,712.472,343.3359204,189.0330731,0.872585447,46020,0.762470475
"244",52431,778.871,374.2783322,194.3049653,0.910991212,55223,0.684069659
"245",62202,796.545,392.6679167,217.9421677,0.861508246,63416,0.67421113
"246",29560,566.944,227.314077,172.9332142,0.71016475,25749,0.706379611
"247",49242,1068.407,385.5400561,152.0545672,0.917031236,48733,0.813868948
"248",64911,1023.337,396.340219,181.3740874,0.926585507,64665,0.735437741
"249",66087,1311.632,390.7633582,206.2265783,0.807224276,71648,0.633966844
"250",43501,1023.561,299.3555731,209.7583285,0.73327546,30277,0.708669366
"251",75832,1206.304,390.6824845,245.0375477,0.848837475,75402,0.78480835
"252",31917,798.943,205.9089003,147.3412599,0.703707561,16665,0.760957799
"253",45565,1106.178,341.8898114,161.4325301,0.872377109,43531,0.803832378
"254",39904,674.732,288.3598968,195.1843064,0.749743795,38938,0.723154169
"255",52148,851.691,369.4554018,148.0551201,0.854997315,52251,0.633002028
"256",78572,999.61,435.7918301,253.2887638,0.811666472,78385,0.77527987
"257",49088,1035.712,400.1044603,140.1175377,0.909848904,52431,0.819970047
"258",54683,1050.726,385.9976783,224.5154897,0.873325117,56738,0.81314004
"259",57740,1049.207,395.8537793,185.9347007,0.878576542,59144,0.696607049
"260",75601,1218.333,374.9415877,234.6784183,0.776409997,75354,0.807099857
"261",64674,1287.857,428.500736,203.8893563,0.840120795,68899,0.645326939
"262",89248,1176.599,457.2421422,224.8662978,0.814939218,89591,0.731035818
"263",39309,843.071,292.394807,202.0645026,0.70674047,38815,0.758797167
"264",56114,1105.006,391.0277727,186.2181568,0.877802845,42243,0.785292814
"265",37720,653.443,261.7107573,201.6868177,0.696481459,38269,0.735244066
"266",28464,933.841,229.4534547,193.11045,0.678901595,17772,0.717808591
"267",37772,747.444,286.8202599,153.3360483,0.7580422,39723,0.706410641
"268",74025,877.623,386.5451018,238.6449281,0.833027699,73656,0.697285223
"269",54670,1168.846,361.0923482,157.7849636,0.852671946,67534,0.589871996
"270",54183,1069.134,390.0344787,212.7718818,0.847597548,56010,0.688194507
"271",39188,566.468,261.0366166,205.4646051,0.674821929,40579,0.752551646
"272",56950,826.326,373.1559361,181.5041978,0.842969731,56516,0.638971531
"273",46286,962.714,295.3945832,215.5213298,0.811689142,49131,0.758106919
"274",89625,992.247,444.2825234,224.4173733,0.877796504,93259,0.728967411
"275",42090,656.415,256.599812,195.0605323,0.720687122,42205,0.76727777
"276",51551,928.333,339.5795002,210.1488671,0.867689889,51840,0.687897835
"277",46011,688.684,292.7034877,194.2030192,0.804815737,44844,0.705559089
"278",47408,978.966,302.0195193,182.756373,0.781137578,51338,0.786488406
"279",38267,701.928,240.4808838,163.4494515,0.766976754,37777,0.772818124
"280",35312,537.762,277.0734519,189.7694882,0.786657268,34586,0.812822078
"281",62299,1197.128,423.8695685,199.4445596,0.895035839,58928,0.551319217
"282",47198,1038.461,348.4805095,146.0218586,0.848947911,46263,0.626901751
"283",39666,858.939,271.4826353,181.1550828,0.788435726,55749,0.688440867
"284",53753,1017.451,359.7648512,207.4252743,0.797917316,50554,0.807566129
"285",54433,1133.129,339.9077306,217.4993923,0.845801235,57508,0.656238164
"286",51074,831.064,388.6467774,195.621698,0.919937675,65797,0.68735491
"287",58654,984.765,403.6247607,157.6897305,0.931457118,54537,0.738985826
"288",48396,752.019,350.6401886,185.9143033,0.888043565,48019,0.697881835
"289",61999,1106.816,388.3926482,180.8656795,0.835859023,61281,0.788203712
"290",51593,688.637,323.94732,172.13123,0.787530498,52979,0.68540809
"291",54340,848.089,388.5497338,210.6344958,0.859968835,55477,0.779497393
"292",22735,552.458,218.7084876,137.0898076,0.745571396,24407,0.79080662
"293",56864,742.985,377.3288284,194.5553552,0.900164055,41530,0.798932309
"294",55351,843.293,375.0506781,210.5093391,0.834252752,53761,0.657188183
"295",23767,855.744,216.4951998,138.1465069,0.746355277,24776,0.780095125
"296",55306,1190.312,331.4793841,187.3203731,0.836865453,55234,0.732322397
"297",87293,1006.47,439.3227444,263.7206371,0.819427684,89026,0.810720164
"298",60616,1208.98,379.8185617,174.9494675,0.872101891,61706,0.705550198
"299",65209,1289.435,416.6222096,233.2179565,0.84224814,69878,0.73343797
"300",50718,1107.855,348.2634254,169.2718735,0.84646903,67701,0.634018884
"301",44070,996.373,338.3077427,178.8174114,0.94300731,44493,0.728994227
"302",36877,913.791,277.5742501,148.8719154,0.769827691,37988,0.794466553
"303",37968,571.862,334.0378155,122.8725579,0.827576373,23698,0.624765353
"304",42080,736.664,325.2562125,178.0293497,0.833622274,41473,0.704486194
"305",61240,1109.531,389.1508641,166.7648545,0.872637477,58960,0.811668676
"306",68377,1353.016,413.2874841,231.9988632,0.88093318,72022,0.62466988
"307",57761,1185.437,364.0051346,215.8738968,0.865666715,60515,0.771098364
"308",43094,1017.632,267.9892516,206.3783776,0.805354191,41985,0.718181353
"309",42757,919.521,277.9260025,161.0544586,0.800015483,42862,0.69159167
"310",46582,755.794,336.9992656,201.4843702,0.83667835,47775,0.682623856
"311",47094,1004.955,358.0455152,156.3310676,0.899388741,49559,0.775029623
"312",60478,1246.035,368.5574993,214.5544109,0.850961579,60050,0.654353269
"313",39297,773.311,333.9101849,135.6326638,0.847393538,40320,0.809911904
"314",30791,556.036,230.9514001,152.6061502,0.780181981,29718,0.691121245
"315",52308,959.877,355.4636679,206.0502959,0.811565966,55205,0.77362186
"316",56651,788.701,360.7523775,169.2937529,0.872693344,41395,0.781360738
"317",44095,919.935,317.2179791,194.9478002,0.750703061,42932,0.785800238
"318",41930,962.541,337.3231195,190.93843,0.802175794,48924,0.749878696
"319",59893,950.495,365.9879763,221.7403077,0.894121847,47078,0.819995823
"320",49477,909.533,342.336669,211.0477095,0.76293498,53163,0.780456467
"321",61167,1029.662,388.2432329,218.5244288,0.920987743,60547,0.612520467
"322",57067,885.564,355.3836338,184.8586554,0.798330539,56089,0.626450379
"323",28101,695.486,207.7137597,160.143672,0.792386787,29364,0.806971847
"324",67303,1162.117,445.2768228,215.3266067,0.906042412,71273,0.599632885
"325",30587,808.399,237.2528867,161.6953082,0.701830855,33733,0.712880268
"326",53587,882.813,380.4267553,184.2910089,0.869701506,56132,0.725547332
"327",36871,935.614,257.3637907,177.5346841,0.703333362,36757,0.75036877
"328",47199,997.113,313.5995988,145.7798922,0.879100264,45637,0.790035808
"329",54500,937.275,407.8875551,212.2313294,0.846497514,41767,0.675875961
"330",41587,860.919,299.7869736,167.3660985,0.732281711,43305,0.799905995
"331",86451,1131.76,401.413315,253.0230452,0.778580391,86542,0.7946587
"332",52199,967.306,371.0427793,187.8180977,0.852358548,53390,0.673306434
"333",66364,892.394,367.3165163,207.8420862,0.784882531,67830,0.751299884
"334",38605,909.309,305.8964944,202.3254381,0.767621813,40458,0.722015876
"335",25893,655.937,227.7381211,130.4503289,0.681786043,27015,0.802478753
"336",59961,1125.36,414.0161949,214.5150314,0.847839039,45991,0.696421276
"337",49159,722.163,386.8114309,150.4529815,0.87631751,50686,0.635914984
"338",55393,950.564,397.9808417,203.4464552,0.885396193,54939,0.727178042
"339",59326,900.809,417.2280804,225.6122362,0.843898092,66819,0.688365671
"340",37180,969.48,239.5977878,164.5170435,0.740680832,39383,0.70937856
"341",64611,1077.705,418.6704418,191.3255204,0.829464068,59241,0.598533275
"342",64220,1306.496,443.2910428,180.2294743,0.881408345,53934,0.726046637
"343",50547,1148.032,365.7083784,155.9236824,0.846479888,49945,0.610626518
"344",32153,585.03,229.7689355,186.9031308,0.714990016,30892,0.794116415
"345",55535,843.457,366.4526287,172.4060592,0.833509924,56214,0.720070246
"346",25857,479.683,225.6422256,182.6498166,0.621303258,24787,0.82687525
"347",38945,837.31,293.8873314,209.7270063,0.683918696,38912,0.808000723
"348",34365,869.14,254.2205016,207.0346358,0.663918886,34483,0.767585603
"349",46657,689.691,359.2596253,148.0681771,0.917705317,48598,0.768817171
"350",52060,873.023,384.5146209,154.9819532,0.877222942,54705,0.686827093
"351",58537,1214.71,376.9724661,181.5789169,0.80775034,59451,0.692523793
"352",42381,735.97,346.1161168,154.3423819,0.894296756,40331,0.712816268
"353",40436,988.481,291.3400963,149.3948185,0.83377198,39651,0.655957771
"354",58391,1156.37,357.8289604,217.3899999,0.823983905,47231,0.647127684
"355",60819,1150.945,398.9639086,167.2071278,0.915276558,62139,0.785442248
"356",76384,1070.118,456.9109699,233.9970657,0.858269165,77520,0.843041611
"357",33089,618.777,228.7685159,185.4150825,0.685170402,29380,0.737057833
"358",35678,581.241,218.7290738,191.957293,0.649297016,32445,0.732937381
"359",34012,891.563,253.3963351,165.0449122,0.814255467,35419,0.672246379
"360",37807,863.892,286.3171667,177.2488878,0.682789099,39151,0.738679698
"361",45826,718.414,360.1101076,173.0262835,0.885560184,58648,0.811918936
"362",27622,447.169,214.0875256,136.7586185,0.749013058,31097,0.747698797
"363",43869,985.981,340.6448518,174.1678195,0.748958604,63074,0.677648293
"364",69253,1326.017,406.8851485,182.8754165,0.860472856,69366,0.581672618
"365",62770,1140.682,386.8324876,190.5553008,0.877854762,49228,0.627105634
"366",72189,1268.81,387.4315503,231.0663841,0.799901599,73910,0.755596273
"367",54778,1076.76,322.5386255,230.6088837,0.785017465,54771,0.68769955
"368",27220,708.647,191.6769984,141.7206416,0.683931736,27044,0.750893071
"369",57531,1093.168,362.7222135,193.3887826,0.921050362,55354,0.593676091
"370",44510,742.771,322.1381854,160.8506975,0.826024135,48292,0.804181467
"371",33407,598.553,304.7946959,129.0822055,0.790110839,32967,0.819598267
"372",50976,873.912,369.4472421,195.5602578,0.932979249,48951,0.751738183
"373",28746,641.635,202.7098742,181.8203717,0.715280467,28538,0.777144883
"374",46917,1121.397,345.7679726,180.2342827,0.82250464,47080,0.786665925
